rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
104,1093.01,1093,382331352,382331352,1,FP,14h23m13.26s,215.805264,-63d02m45.54s,-63.045983,-3.135,-4.442,2458601.338,11.47606,6.083,3050,,,,10.0067,1710.22,,,,8/6/2019 19:29,5/20/2020 16:00
105,1094.01,1094,136274063,136274063,1,FP,15h21m59.72s,230.498827,-53d49m10.56s,-53.819601,-2.718,-4.896,2458640.614,0.59706,0.681,1030,9.05357,5261.65,2372,9.9806,426.003,7710,3.98,2.28,8/6/2019 19:29,7/4/2020 12:00
106,1095.01,1095,375223080,375223080,1,,08h55m52.55s,133.968965,-75d55m34.27s,-75.926187,-4.136,11.358,2458572.243,1.48216,1.8,1890,11.8191,2534.92,1976,10.4291,582.521,7066,3.78,2.66,8/12/2019 16:22,6/17/2020 10:00
107,1096.01,1096,375225453,375225453,1,,08h55m18.4s,133.826684,-73d10m23.91s,-73.173308,-21.883,19.084,2458571.699,0.92145,1.418,370,5.39664,3276.39,2107,10.11,490.288,6553,3.65,2.89,8/12/2019 16:22,5/20/2020 16:00
108,1097.01,1097,360630575,360630575,1,,12h39m06.21s,189.775859,-74d34m26.47s,-74.57402,-50.359,-6.874,2458604.576,9.18757,2.343,510,2.31551,70.074,806,8.7215,79.5561,5876,4.48,0.98,8/12/2019 16:22,5/20/2020 16:00
109,1098.01,1098,383390264,383390264,1,,12h50m21.43s,192.589285,-88d07m16s,-88.121111,-18.776,-18.086,2458660.459,10.184903,2.643326,682.597656,3.189129,,,8.7581,105.096,6153,4.34814,1.19977,8/16/2019 20:20,3/6/2020 12:00
110,1099.01,1099,290348383,290348383,1,,21h54m52.36s,328.718171,-77d20m19.69s,-77.338802,224.864,-186.625,2458658.789,6.441615,1.797168,854.541626,3.111721,,,7.3661,23.606,4867,4.438,1,8/15/2019 15:39,12/17/2019 10:00
111,110.01,110,281459670,281459670,1,KP,00h22m28.45s,5.618525,-59d56m33.32s,-59.942589,-22.309,-4.893,2458328.04,3.174305,2.723339,15603.69336,13.668801,662.491028,1293.941772,11.6714,342.14,5943,4.42524,1.06,9/5/2018 18:34,12/17/2019 10:00
112,1100.01,1100,318608749,318608749,1,,00h36m30.27s,9.126138,-83d34m01.44s,-83.567067,-0.23,1.169,2458341.917,20.07308,4.055,1230,4.18493,40.032,700,10.5135,205.43,6033,4.37,1.15,8/15/2019 15:39,5/20/2020 16:00
113,1101.01,1101,271581073,271581073,1,,21h18m12.35s,319.551469,-77d31m44.81s,-77.529113,16.363,-5.515,2458655.763,2.66911,1.524,2640,8.43874,273.141,1132,10.5891,262.794,5803.5,4.07,1.56,8/15/2019 15:39,5/20/2020 16:00
114,1102.01,1102,311890977,311890977,1,FP,17h32m00.77s,263.003209,-76d51m29.75s,-76.858265,-33.273,-100.013,2458627.804,6.63371,2.122,1555.339966,2.75375,,,10.5652,58.0624,4138.100098,4.54,0.63,8/15/2019 15:39,12/17/2019 10:00
115,1103.01,1103,351603103,351603103,1,PC,20h40m20.82s,310.086743,-63d47m23.87s,-63.789963,17.057,-25.094,2458655.052,2.94256,4.376,4810,24.976,2013.56,1866,10.5598,320.212,4437,,3.13,8/15/2019 15:39,7/24/2020 12:00
116,1104.01,1104,451599528,451599528,1,,18h38m53.11s,279.721286,-85d42m32.89s,-85.709137,147.495,-42.057,2458652.146,,9.161,5380,17.9587,,,7.5622,70.0154,6058.6,4.2,1.39,8/15/2019 15:39,5/20/2020 16:00
117,1105.01,1105,274151135,274151135,1,,09h44m12.95s,146.053969,-89d28m17.45s,-89.471513,-18.368,8.978,2458630.656,10.86855,2.574,1370,3.07624,49.6326,739,10.2809,79.5225,4664,4.55,0.76,8/15/2019 15:39,5/20/2020 16:00
118,1106.01,1106,384513078,384513078,1,,16h52m26.41s,253.110033,-79d08m06.66s,-79.135182,10.476,-8.299,2458630.719,11.1149,2.26,900,14.7645,21.9713,603,10.0717,523.425,5042,,4.94,8/15/2019 15:39,5/20/2020 16:00
119,1107.01,1107,394561119,394561119,1,,10h22m25.89s,155.607863,-82d13m07.93s,-82.218869,9.065,2.896,2458601.988,4.07833,4.804,6630,14.5232,1535.02,1743,10.0068,281.314,6501,4.08,1.75,8/15/2019 15:39,6/17/2020 10:00
120,1108.01,1108,295599256,295599256,1,FP,18h16m53.19s,274.221618,-68d11m52s,-68.197779,6.355,-13.85,2458655.549,7.14386,1.467,11146.40039,22.153099,,,9.941,417.08,7860,4.15,1.91,8/15/2019 15:39,3/4/2020 12:58
121,1109.01,1109,50309953,50309953.01,1,FP,02h00m47.64s,30.198486,-77d36m37.35s,-77.610376,58.003,-33.25,2458329.982,7.04082,3.249,1500.160034,3.96691,,,9.7906,102.238,5317,4.49,0.93,8/15/2019 15:39,12/17/2019 10:00
122,111.01,111,355703913,355703913,1,KP,00h03m05.88s,0.774487,-62d28m09.54s,-62.469317,2.894,4.911,2458326.106,2.106098,1.574766,12430.50293,16.683676,,,13.183,508.842,5380,4.4337,0.98,9/5/2018 18:34,3/4/2020 13:49
123,1110.01,1110,446549905,446549905,1,FP,19h07m10.04s,286.791829,-58d41m50.07s,-58.697242,3.879,-6.843,2458654.609,2.45466,2.331,4220,10.9489,1347.37,1687,9.6789,243.838,6610,4.15,1.64,8/15/2019 15:39,7/24/2020 12:00
124,1111.01,1111,412014494,412014494,1,FP,19h25m29.71s,291.373783,-60d56m27.75s,-60.941042,15.517,-8.387,2458663.002,11.46597,1.698,7250,19.5843,48.7332,736,9.3871,312.461,7262,4,2.13,8/15/2019 15:39,7/28/2020 12:00
125,1112.01,1112,369864738,369864738,1,FP,10h54m30.94s,163.628917,-87d16m11.05s,-87.269735,-5.215,-8.358,2458626.542,2.78186,2.456,490,4.92567,1323.21,1680,9.5162,292.085,6819,3.92,2.21,8/15/2019 15:39,5/20/2020 16:00
126,1113.01,1113,290348382,290348382,1,FP,21h54m50.6s,328.710839,-77d20m14.76s,-77.337433,247.896,-157.626,2458658.787,6.44049,1.854,7920,4.90147,7.46851,460,9.66865,23.8853,3469,4.71,0.53,8/15/2019 15:39,7/24/2020 12:00
127,1114.01,1114,409934330,409934330,1,,20h08m35.45s,302.147728,-71d33m08.79s,-71.552443,4.3,12.5,2458655.351,2.488964,3.014547,3454.284912,6.531553,,,8.1129,174.475,8048,4.438,1,8/15/2019 15:39,12/17/2019 10:00
128,1115.01,1115,379286801,379286801,1,FP,18h53m12.44s,283.301843,-54d54m38.9s,-54.910806,-3.758,-12.916,2458658.327,4.45199,2.109,8483.38,15.8858,1013.74,1571,10.526,359.215,6708.3,4.2,1.57,8/15/2019 15:39,5/21/2020 10:00
129,1116.01,1116,304100538,304100538,1,,01h50m47.99s,27.699972,-75d50m55.59s,-75.848774,10.497,-3.836,2458325.663,5.010153,2.012861,432.472992,2.447778,242.880386,1006.857178,9.5268,94.4178,5551,4.46214,0.962164,8/15/2019 15:39,12/19/2019 12:00
130,1117.01,1117,295541511,295541511,1,,18h14m24.49s,273.602061,-66d25m11.91s,-66.419974,-15.32,-38.643,2458656.133,2.2267,2.014,710,2.70289,728.698,1447,10.4055,167.598,5731,4.43,1.02,8/15/2019 15:39,5/20/2020 16:00
131,1118.01,1118,90919952,90919952.01,1,FP,18h29m43.9s,277.432937,-44d37m31.82s,-44.625506,-0.54,-5.003,2458660.163,4.13812,3.911,5560,,613.964,1386,10.5084,,4898.4,,,8/22/2019 14:42,5/20/2020 16:00
132,1119.01,1119,261369656,261369656,1,FP,19h30m25.16s,292.604815,-46d16m41.07s,-46.278074,19.136,-29.092,2458666.522,10.95663,3.588,3830,23.9726,619.065,1389,10.5024,421.518,6456,3.92,2.07,8/22/2019 14:42,5/20/2020 16:00
133,112.01,112,388104525,388104525,1,KP,03h43m44.07s,55.933639,-65d11m37.61s,-65.19378,21.126,16.543,2458327.409,2.499814,2.878017,15044.68116,14.839843,996.863551,1433.107203,11.6035,302.448,5650,4.28867,1.2,9/5/2018 18:34,8/20/2020 11:30
134,1120.01,1120,143257766,143257766,1,,19h33m33.43s,293.389272,-45d53m33.6s,-45.892667,11.184,3.978,2458656.449,1.66255,3.285,6140,13.1846,6967.56,2545,10.4063,386.323,7301,4.23,1.64,8/22/2019 14:42,5/20/2020 16:00
135,1121.01,1121,24094603,24094603.01,1,FP,17h58m35.68s,269.648678,-46d03m55.39s,-46.065386,0.8,-4.3,2458658.61,4.07611,2.062,1454.180054,,,,10.363,,,,,8/22/2019 14:42,12/17/2019 10:00
136,1122.01,1122,304774444,304774444,1,FP,18h45m28.68s,281.369481,-52d15m46.54s,-52.262928,4.1,-24.9,2458658.774,3.62654,3.298,910,4.22803,944.609,,10.2934,249.826,6317,,1.38,8/22/2019 14:42,7/24/2020 12:00
137,1123.01,1123,469782185,469782185,1,FP,19h29m33.96s,292.391505,-37d18m14.43s,-37.304009,-20.519,1.569,2458658.041,1.20928,1.886,11883.79981,15.1764,,,10.2398,161.932,5159.799805,4.23,1.27,8/22/2019 14:42,12/17/2019 10:00
138,1124.01,1124,128790976,128790976,1,FP,20h00m51.1s,300.212928,-43d58m57.1s,-43.982529,57.283,-119.195,2458657.431,3.51874,2.739,5770,21.1311,3347.64,2119,7.2235,75.7145,6690,4.24,1.49,8/22/2019 14:42,7/26/2020 12:00
139,1125.01,1125,80166433,80166433.01,1,,19h53m09.05s,298.287708,-46d22m11.97s,-46.369991,11.24,6.895,2458656.149,1.54602,0.852,440,6.07245,1128.98,1614,8.0465,237.593,8271,3.95,2.5,8/22/2019 14:42,5/20/2020 16:00
140,1126.01,1126,405862830,405862830,1,FP,18h36m14.99s,279.062469,-43d37m14.18s,-43.620606,6.138,10.755,2458658.248,1.62652,3.355,975.82,2.62267,2204.18,1908,10.3579,97.8115,5034,4.64,0.76,8/22/2019 14:42,7/14/2020 10:00
141,1127.01,1127,269450900,269450900,1,FP,19h28m46.87s,292.195297,-36d00m00.94s,-36.00026,1.909,-0.117,2458657.631,2.32439,4.453,2704.179932,,,,7.3163,177.741,8268.5,3.93,,8/22/2019 14:42,12/17/2019 10:00
142,1128.01,1128,425721385,425721385,1,FP,19h19m02.83s,289.761799,-43d04m27.2s,-43.074223,17.105,-55.58,2458663.152,13.5499,1.795,1180,6.24633,31.6652,660,9.7298,222.529,6209,4.09,1.63,8/22/2019 14:42,5/20/2020 16:00
143,1129.01,1129,91576611,91576611.01,1,FP,18h56m37.91s,284.157959,-29d23m54.09s,-29.398357,17.883,-14.764,2458659.069,4.43651,3.365,1520,19.9664,8233.41,2653,8.7823,247.414,7101.9,3.91,2.32,8/22/2019 14:42,6/22/2020 12:00
144,113.01,113,97409519,97409519.01,1,KP,22h10m51.44s,332.714337,-30d44m58.99s,-30.749719,-0.71,-14.516,2458327.053,3.372877,2.63426,17163.60352,14.201803,615.165894,1270.1875,12.1893,448.637,6050,4.45061,1.02,9/5/2018 18:34,12/17/2019 10:00
145,1130.01,1130,254113311,254113311,1,CP,19h05m30.24s,286.376004,-41d26m15.5s,-41.43764,12.538,-27.18,2458657.898,8.3504,1.814,15330,10.3447,19.5699,585,10.1429,58.2609,4236,4.52,0.74,8/22/2019 14:42,7/6/2020 12:00
146,1130.02,1130,254113311,254113311,2,CP,19h05m30.24s,286.376004,-41d26m15.5s,-41.43764,12.538,-27.18,2458658.738,4.06719,1.783,2152.899902,3.51616,,,10.1429,58.2609,4341.399902,4.52,0.69,9/3/2019 17:42,6/8/2020 12:00
147,1131.01,1131,198213332,198213332,1,,16h33m44.05s,248.433545,+61d43m06s,61.718334,-4.999,6.335,2458684.06,0.58603,0.712,430,5.55614,1042.07,1582,9.2872,222.74,5579,3.67,2.4,8/27/2019 16:09,5/20/2020 16:00
148,1132.01,1132,267489265,267489265,1,FP,19h55m07.51s,298.781281,+54d46m53.2s,54.781445,-7.484,-20.775,2458683.679,1.55058,2.956,303.894989,3.48188,,,9.2293,286.668,7851,4.17,1.82,8/27/2019 16:09,12/17/2019 10:00
149,1133.01,1133,69997672,69997672.01,1,,19h39m17.78s,294.824079,+31d57m28.93s,31.958037,-5.049,-28.421,2458684.235,1.80709,3.297,450,4.86242,7233.01,2569,9.11458,233.369,6244,3.84,2.2,9/3/2019 15:31,5/20/2020 16:00
150,1134.01,1134,122220263,122220263,1,FP,19h20m05.03s,290.02096,+36d38m15.99s,36.637774,21.767,15.98,2458688.528,,7.142,11740,18.2358,,,9.03609,170.732,6277,4.09,1.65,9/3/2019 15:31,5/20/2020 16:00
151,1135.01,1135,154872375,154872375,1,,12h53m35.13s,193.39637,+85d07m46.18s,85.129495,16.883,5.076,2458684.152,8.027744,4.445376,5711.649204,8.862413,246.924637,1011.022581,9.02855,114.048,5962.7,4.38,1.15415,8/27/2019 16:09,8/11/2020 16:00
152,1136.01,1136,142276270,142276270,1,,12h48m44.38s,192.184898,+64d51m18.99s,64.855276,0.937,-10.171,2458686.067,12.518414,4.11973,2126.821045,4.55992,83.344566,770.617859,8.9361,84.5362,5729,4.47,0.977727,8/27/2019 16:09,3/25/2020 12:00
153,1136.02,1136,142276270,142276270,2,,12h48m44.38s,192.184898,+64d51m18.99s,64.855276,0.937,-10.171,2458688.717,6.256742,3.472081,915.202271,3.00227,210.125473,971.045166,8.9361,84.5362,5729,4.47,0.977727,10/17/2019 0:30,3/25/2020 12:00
154,1136.03,1136,142276270,142276270,3,,12h48m44.38s,192.184898,+64d51m18.99s,64.855276,0.937,-10.171,2458699.385,26.321863,5.207007,1596.128662,4.037327,30.940041,601.519836,8.9361,84.5362,5729,4.47,0.977727,11/15/2019 23:57,3/25/2020 12:00
155,1136.04,1136,142276270,142276270,4,,12h48m44.38s,192.184898,+64d51m18.99s,64.855276,0.937,-10.171,2458697.756,18.804756,4.591275,628.589713,2.540807,48.445427,672.872761,8.9361,84.5362,5729,4.47,0.977727,7/16/2020 4:56,7/17/2020 13:08
156,1137.01,1137,89389197,89389197.01,1,,20h04m42.64s,301.17768,+30d24m35.82s,30.409949,0.306,10.928,2458684.63,1.32047,1.181,850,41.8014,3011.4,2063,8.908,460.4528,4919.6,,6.44,9/3/2019 15:31,5/20/2020 16:00
157,1138.01,1138,110428269,110428269,1,FP,19h25m51.14s,291.463084,+25d11m21.97s,25.189437,1.467,-4.587,2458684.205,0.64971,2.076,620,6.23181,83182,4731,8.90601,395.12,9994,4.02,2.59,9/3/2019 15:31,5/24/2020 12:00
158,1139.01,1139,202563254,202563254,1,,20h16m08.24s,304.034336,+31d55m32.47s,31.925687,18.077,6.707,2458686.573,4.47333,5.069,1130,7.0803,15455.7,3106,8.86193,238.726,7947,4.2,1.83,9/3/2019 15:31,5/20/2020 16:00
159,114.01,114,25155310,25155310.01,1,KP,04h13m29.93s,63.374706,-69d13m35.73s,-69.226593,63.134,53.433,2458327.521,3.288776,3.410191,7125.315013,10.835677,808.154597,1359.857377,10.6103,216.526,5800,4.28004,1.27,9/5/2018 18:34,7/14/2020 10:00
160,1140.01,1140,320525204,320525204,1,FP,17h39m50.77s,264.96154,+56d04m44.3s,56.078972,-4.231,12.067,2458686.343,13.7336,2.412,3741.590088,9.21121,5.72022,430,8.858,123.3533,5941.5,,1.37,8/27/2019 16:09,3/4/2020 12:58
161,1141.01,1141,159510109,159510109,1,FP,16h30m08.33s,247.534722,+80d18m27.96s,80.307766,-18.335,66.536,2458687.598,16.947643,7.570903,11700.79102,13.617156,78.269844,758.60968,8.8523,97.3391,5894.700195,4.37,1.1179,8/27/2019 16:09,12/17/2019 10:00
162,1142.01,1142,284450803,284450803,1,FP,19h22m50.15s,290.708965,+56d36m55.39s,56.615386,6.716,-14.218,2458685.25,3.36908,2.176,3704.889893,17.9527,,,8.64028,299.294,7518,3.82,2.68,8/27/2019 16:09,12/17/2019 10:00
163,1143.01,1143,160268701,160268701,1,FP,12h10m09.28s,182.538652,+77d21m08.15s,77.352264,-36.299,4.191,2458694.079,11.19602,4.265,2814.399902,13.4737,,,8.63287,191.984,6152,3.84,2.31,8/27/2019 16:09,8/12/2020 12:00
164,1144.01,1144,28230919,28230919.01,1,KP,19h50m50.44s,297.710176,+48d04m54.71s,48.081864,125.984,232.988,2458687.206,4.887823,2.359828,4238.70166,4.874547,100.866081,808.269226,8.5077,37.7647,4757.299805,4.56,0.77,8/27/2019 16:09,1/21/2020 16:00
165,1145.01,1145,350995812,350995812,1,,19h27m41.14s,291.92142,+36d31m47.63s,36.529898,6.892,6.137,2458685.816,2.97164,1.534,7350,,3089.18,2076,8.5011,438.395,8562.5,,,9/3/2019 15:31,5/20/2020 16:00
166,1146.01,1146,21755546,21755546.01,1,FP,19h29m08.83s,292.286802,+30d17m50.38s,30.297329,2.072,-1.714,2458684.131,0.65957,1.546,773.369019,,,,8.40386,411.307,8598.700195,4.1,,9/3/2019 15:31,3/4/2020 12:58
167,1147.01,1147,288391628,288391628,1,FP,17h47m50.93s,266.962207,+83d25m43.77s,83.428826,0.631,34.935,2458692.142,10.92746,1.928,4050,25.4722,104.906,891,8.36544,218.258,6259,3.59,2.92,8/27/2019 16:09,5/20/2020 16:00
168,1148.01,1148,349827430,349827430,1,KP,10h47m38.17s,161.909027,+71d39m20.62s,71.655727,-56.184,-34.808,2458684.822,5.55111,4.315966,8593.673655,14.639162,784.448653,1349.773446,7.9179,96.5173,6403.9,4.16,1.54867,8/27/2019 16:09,3/4/2020 13:49
169,1149.01,1149,117789567,117789567,1,,20h03m05.76s,300.774016,+26d53m31.29s,26.892025,3.538,1.463,2458684.489,2.32063,1.331,1780,,4229.19,2246,7.9172,632.553,8737.5,,,9/3/2019 15:31,5/20/2020 16:00
170,115.01,115,281541555,281541555,1,KP,00h26m48.63s,6.70264,-56d18m57.97s,-56.316102,21.46,7.316,2458329.901,4.742745,2.408768,13420.03223,11.517937,246.937668,1011.035889,13.0417,453.808,5377,4.42476,0.980778,9/5/2018 18:34,3/4/2020 13:49
171,1150.01,1150,16740101,16740101.01,1,KP,20h31m26.38s,307.8599,+39d56m20.1s,39.938916,16.728,21.478,2458683.445,1.48112,3.853192,7181.553711,20.191759,33325.83203,3446.012451,7.58204,204.455,9435,4.11,2.28773,9/3/2019 15:31,12/17/2019 10:00
172,1151.01,1151,69679391,69679391.01,1,KP,19h38m38.74s,294.661413,+31d13m09.12s,31.2192,3.096,-6.157,2458684.314,3.47417,3.521964,14411.65625,,4460.495605,2084.325439,7.55216,136.426,8894.799805,4.38,,9/3/2019 15:31,12/17/2019 10:00
173,1152.01,1152,237184773,237184773,1,FA,18h53m57.54s,283.489764,+37d22m50.31s,37.380642,-16.2,45.2,2458684.091,6.5012,5.453,2240,,,,7.4,,5485,,,9/3/2019 15:31,8/13/2020 12:00
174,1153.01,1153,154840461,154840461,1,FP,12h10m45.97s,182.691562,+85d42m18.27s,85.705076,-14.194,-2.275,2458685.579,6.03614,0.978,1633.725098,8.323102,1282.264282,1526.209473,8.40534,147.134,6528.299805,4.21,1.68843,8/27/2019 16:09,1/27/2020 16:00
175,1154.01,1154,459970307,459970307,1,,16h59m41.77s,254.924043,+64d41m57.17s,64.699214,-6.159,24.32,2458686.672,21.74787,3.996,570,2.30437,27.982,640,9.3188,93.8819,5704,4.51,0.93,8/27/2019 16:09,5/20/2020 16:00
176,1155.01,1155,161450762,161450762,1,FP,20h37m06.2s,309.275852,+32d28m15.67s,32.471019,,,2458683.926,1.32003,3.175,552.468018,,,,9.711,,,,,9/3/2019 15:31,3/4/2020 12:58
177,1156.01,1156,117256577,117256577,1,FP,20h01m40.63s,300.419309,+26d58m17.98s,26.971662,-1.163,-2.205,2458684.877,1.68749,2.527,1840.369995,,,,9.7032,6079.49,,,,9/3/2019 15:31,3/4/2020 12:58
178,1157.01,1157,147576037,147576037,1,FP,09h37m21.93s,144.341393,+68d27m31.34s,68.458705,-13.626,10.98,2458688.691,13.03351,3.034,2235.610107,19.8071,,,9.6043,432.113,5709.799805,3.37,3.81,8/27/2019 16:09,12/17/2019 10:00
179,1158.01,1158,379931600,379931600,1,FP,19h33m42.57s,293.427359,+29d35m46.67s,29.596296,5.169,-0.368,2458685.434,2.92564,4.027,6572.910156,11.6113,,,9.5967,,4884.5,,1.3,9/3/2019 15:31,12/17/2019 10:00
180,1159.01,1159,48188920,48188920.01,1,FP,18h49m40.99s,282.42081,+48d05m56.19s,48.098942,4.164,-0.766,2458683.947,0.73774,0.636,524.85199,5.28215,,,9.5937,292.83,6449.5,3.94,2.1,8/27/2019 16:09,12/17/2019 10:00
181,116.01,116,238176110,238176110,1,KP,23h51m23.14s,357.846434,-70d09m10.3s,-70.152862,96.185,-1.747,2458326.689,2.798594,2.366459,16879.44922,11.293845,288.255493,1050.906738,11.0443,149.942,4920,4.49371,0.86,9/5/2018 18:34,12/17/2019 10:00
182,1160.01,1160,89510024,89510024.01,1,,20h05m16.25s,301.317709,+30d40m14.41s,30.67067,-3.195,-6.194,2458683.737,2.36549,1.772,490,,,,9.577,2320.13,,,,9/3/2019 15:31,5/20/2020 16:00
183,1161.01,1161,158324245,158324245,1,KP,19h07m53.08s,286.971165,+46d52m05.79s,46.868275,-1.5,-16.6,2458683.554,1.763594,3.249657,8546.40918,9.564158,4461.137695,2084.400391,9.567,,7986.100098,,,8/27/2019 16:09,12/17/2019 10:00
184,1162.01,1162,13419950,13419950.01,1,,20h21m09.44s,305.289343,+41d27m44.51s,41.462365,7.8,-3.9,2458686.374,7.31781,3.441,2930,,2395.34,1948,9.493,,8730,,,9/3/2019 15:31,5/20/2020 16:00
185,1163.01,1163,375542276,375542276,1,,19h36m22.02s,294.091756,+19d38m21.32s,19.639255,1.7,-5.7,2458684.812,3.07765,2.265,4560,,4648.51,2300,9.418,391.245,9311.3,,,9/3/2019 15:31,5/20/2020 16:00
186,1164.01,1164,16102323,16102323.01,1,FP,20h29m20.79s,307.336613,+37d30m30.82s,37.508561,2.318,-4.536,2458686.76,3.20806,2.175,8629.480469,,,,9.329701,827.868,,,,9/3/2019 15:31,12/17/2019 10:00
187,1165.01,1165,458478250,458478250,1,KP,15h28m35.19s,232.146641,+66d21m31.36s,66.35871,0.434,-12.217,2458683.911,2.255296,2.280801,19190.12653,13.847086,846.463351,1375.69383,9.76703,126.261,5787,4.5,0.962706,8/27/2019 16:09,5/5/2020 16:00
188,1166.01,1166,138361973,138361973,1,FP,19h35m03.6s,293.764981,+37d32m18.92s,37.53859,-2.77,-79.214,2458684.934,1.88327,2.472,846.992004,3.79016,,,9.7604,153.743,5900.399902,4.39,1.18,9/3/2019 15:31,12/17/2019 10:00
189,1167.01,1167,232967666,232967666,1,FP,13h12m36.57s,198.152378,+71d37m05.3s,71.618139,-61.39,2.78,2458689.116,15.196,1.792,1970,4.96345,,,10.3874,209.618,5807,,1.14,8/27/2019 16:09,5/20/2020 16:00
190,1168.01,1168,41330864,41330864.01,1,FP,20h06m50.51s,301.710466,+38d25m51.68s,38.431023,8.657,-3.67,2458684.845,2.136,1.74,10663.59961,17.659599,1607.76001,1764,10.381,274.162,5969,4.17,1.55,9/3/2019 15:31,12/17/2019 10:00
191,1169.01,1169,302518439,302518439,1,PC,08h56m28.81s,134.120042,+72d31m59.79s,72.533275,-5.267,8.305,2458687.123,6.70742,2.198,10830,28.5066,289.47,1149,10.379,261.8255,6134.3,,1.24,8/27/2019 16:09,8/11/2020 16:00
192,117.01,117,322307342,322307342,1,KP,01h00m01.46s,15.006077,-58d54m17.01s,-58.904724,22.522,7.594,2458328.481,3.5855,3.173,6130,17.4202,519.635,1330,11.7806,603.955,5704.8,3.84,2,9/5/2018 18:34,5/20/2020 16:00
193,1170.01,1170,294176967,294176967,1,FP,20h03m13.23s,300.805115,+52d02m27.03s,52.040842,-5.735,-5.495,2458683.481,0.91397,1.955,883.802002,10.9073,12286.09961,2933,10.349,880.107,7875,3.61,3.34,8/27/2019 16:09,12/17/2019 10:00
194,1171.01,1171,101929303,101929303,1,FP,19h57m05.73s,299.273862,+35d59m18.09s,35.988359,3.425,0.583,2458684.234,11.18644,3.227,4181.939941,14.9183,,,10.3075,482.763,7266,4.06,2.1,9/3/2019 15:31,3/4/2020 12:58
195,1172.01,1172,1717732429,1717732429,1,FP,18h49m53.89s,282.474539,+55d15m59s,55.26639,0.76,-8.188,2458687.796,7.85694,5.935,19580.40039,,,,10.3018,875.061,,,,8/27/2019 16:09,3/4/2020 12:58
196,1173.01,1173,232967440,232967440,1,,13h10m43.94s,197.683097,+70d46m04.84s,70.768012,57.651,-92.555,2458688.715,7.06456,2.520079,7869.293945,9.077534,53.075249,688.403015,10.2938,132.353,5429.600098,4.44,0.9554,8/27/2019 16:09,6/4/2020 12:00
197,1174.01,1174,154089169,154089169,1,,13h56m52.12s,209.217175,+68d37m05.56s,68.618211,-81.077,45.498,2458690.058,8.9596,2.707466,1042.398804,2.43503,53.554058,689.950378,10.2549,94.6375,5029.5,4.61,0.75865,8/27/2019 16:09,3/25/2020 12:00
198,1175.01,1175,30329585,30329585.01,1,,19h16m57.29s,289.238688,+31d19m24.87s,31.323574,-9.775,-45.409,2458687.318,7.5039,3.002,2260,5.98408,168.934,1004,10.2026,216.517,6229,4.31,1.27,9/3/2019 15:31,5/20/2020 16:00
199,1176.01,1176,230088370,230088370,1,,16h29m25.6s,247.35668,+71d30m21.14s,71.505873,-16.259,5.101,2458695.361,14.00785,5.814,6290,12.5134,205.489,1054,10.1772,295.561,6557.7,4.18,1.57,8/27/2019 16:09,5/5/2020 16:00
200,1177.01,1177,169177766,169177766,1,FP,19h49m12.01s,297.30004,+41d19m36.64s,41.326844,1.815,0.92,2458684.338,1.69127,3.206,718.148987,,,,10.1617,602.899,9121.5,4.21,,9/3/2019 15:31,12/17/2019 10:00
201,1178.01,1178,359496368,359496368,1,FP,18h36m24.25s,279.101036,+55d23m30.41s,55.391781,184.868,-42.647,2458685.179,2.6659,3.507,589.288025,1.34277,353.395996,1207,10.1358,36.7224,4043.399902,4.69,0.5,8/27/2019 16:09,3/4/2020 12:58
202,1179.01,1179,148914726,148914726,1,FP,12h28m13.42s,187.055897,+67d14m24.15s,67.240043,-6.578,13.823,2458683.415,1.26143,1.143229,2849.856201,4.955913,708.171631,1315.692505,10.1313,86.444,4927.899902,4.57,0.775123,8/27/2019 16:09,4/9/2020 12:00
203,118.01,118,266980320,266980320,1,CP,23h18m14.22s,349.559266,-56d54m14.35s,-56.903986,313.918,-20.177,2458329.2,6.036061,2.123832,1704.034261,4.926376,242.435041,1006.395294,9.179,94.1719,5586,4.36763,1.0776,9/5/2018 18:34,7/23/2020 16:00
204,1180.01,1180,158002130,158002130,1,,14h18m13.39s,214.555774,+82d11m37.55s,82.193764,84.408,-64.898,2458691.048,9.692137,2.823439,1555.339966,2.847205,35.344799,621.872192,10.112,72.0238,4738.100098,4.59,0.727165,8/27/2019 16:09,1/17/2020 10:00
205,1181.01,1181,229510866,229510866,1,,19h48m51.8s,297.215817,+64d21m15.66s,64.354351,-5.676,0.188,2458684.404,2.10324,4.042,6730,16.6568,4026.9,2219,10.079,302.819,6122,3.93,1.93,8/27/2019 16:09,5/20/2020 16:00
