kepid,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,exoplanet
10089911,0,0,0,0,11.6089351,0.000149,-0.000149,142.73625,0.00904,-0.00904,1.105,7.342,-0.063,2.957,0.499,-0.499,200.0,28.9,-28.9,46.44,3.35,-14.2,1496.0,1184.51,248.82,-640.6,8.7,2.0,6303.0,82.0,-75.0,3.595,0.263,-0.031,3.53,0.254,-1.08,297.1243,47.037022,13.487,0
7100673,0,0,0,0,7.23524221,4.59e-05,-4.59e-05,135.23173,0.00519,-0.00519,0.182,0.264,-0.182,2.685,0.16899999999999998,-0.16899999999999998,60.0,4.4,-4.4,0.82,0.12,-0.12,948.0,191.14,85.18,-59.91,15.2,5.0,5574.0,111.0,-100.0,4.354,0.132,-0.108,1.065,0.166,-0.15,285.72849,42.65453,12.639,1
7733731,0,0,0,0,4.85819429,2.68e-05,-2.68e-05,135.14503,0.00492,-0.00492,0.086,0.35,-0.086,5.356,0.145,-0.145,76.3,3.5,-3.5,2.04,0.34,-0.74,1685.0,1904.91,1018.11,-1214.17,25.2,1.0,6109.0,182.0,-164.0,3.78,0.315,-0.105,2.326,0.391,-0.847,283.12854,43.45686,13.269,1
11967788,0,0,0,0,4.93211932,7.15e-05,-7.15e-05,132.4538,0.0123,-0.0123,0.034,0.429,-0.034,3.144,0.35200000000000004,-0.35200000000000004,50.5,7.8,-7.8,1.02,0.18,-0.15,1372.0,837.01,386.38,-257.38,7.5,2.0,6422.0,76.0,-76.0,4.2189999999999985,0.12,-0.12,1.421,0.257,-0.21,294.03436,50.371651,13.166,1
11967788,0,0,0,0,7.23531329,5.22e-05,-5.22e-05,133.12053999999998,0.00607,-0.00607,0.326,0.136,-0.326,3.338,0.161,-0.161,112.0,9.1,-9.1,1.53,0.27,-0.23,1207.0,501.36,231.44,-154.17,14.0,1.0,6422.0,76.0,-76.0,4.2189999999999985,0.12,-0.12,1.421,0.257,-0.21,294.03436,50.371651,13.166,1
9009953,0,0,0,0,234.240739,0.0040100000000000005,-0.0040100000000000005,210.8122,0.0106,-0.0106,0.944,0.022,-0.655,12.925,0.491,-0.491,464.0,19.1,-19.1,3.41,0.57,-0.57,329.0,2.77,1.22,-0.95,27.7,1.0,5814.0,78.0,-78.0,4.269,0.13699999999999998,-0.112,1.248,0.209,-0.209,286.94971,45.353828,13.685,1
8934103,0,0,0,0,77.79271800000002,0.0026,-0.0026,190.1476,0.0329,-0.0329,0.5760000000000001,0.387,-0.3670000000000001,6.08,1.4,-1.4,288.0,41.6,-41.6,2.17,0.31,-0.42,453.0,10.0,3.94,-3.85,9.1,2.0,5497.0,83.0,-74.0,4.243,0.17600000000000002,-0.108,1.241,0.181,-0.241,283.3457,45.27446,15.245,1
8376848,0,0,0,0,11.4927112,0.000143,-0.000143,133.3086,0.0102,-0.0102,1.212,6.8820000000000014,-0.313,7.7639999999999985,0.527,-0.527,292.0,18.7,-18.7,25.01,7.77,-2.78,858.0,127.97,119.68,-40.83,18.7,1.0,6198.0,188.0,-225.0,4.464,0.054000000000000006,-0.21600000000000005,1.005,0.312,-0.112,295.74899,44.37476,15.472,0
4814502,0,0,0,0,4.94330596,1.53e-05,-1.53e-05,135.57568,0.00241,-0.00241,0.928,0.02,-0.628,2.9334,0.0676,-0.0676,126.0,5.3,-5.3,1.41,0.19,-0.13,1058.0,296.74,109.95,-66.93,27.7,1.0,5661.0,76.0,-84.0,4.415,0.076,-0.114,1.008,0.141,-0.094,283.99509,39.917,12.697,1
5773121,0,0,0,0,0.524175803,8.2e-07,-8.2e-07,131.60105,0.00133,-0.00133,0.318,0.133,-0.318,0.7648,0.0565,-0.0565,237.0,13.9,-13.9,1.27,0.12,-0.05,1891.0,3049.23,835.7,-389.42,22.4,1.0,5278.0,73.0,-84.0,4.5760000000000005,0.015,-0.09,0.815,0.08,-0.029,285.33154,41.063911,15.04,1
10352333,0,0,0,0,1.570592397,1.6e-06,-1.6e-06,131.53037700000002,0.0008119999999999999,-0.0008119999999999999,0.031,0.438,-0.031,0.623,0.0466,-0.0466,214.0,9.2,-9.2,1.37,0.14,-0.15,1480.0,1135.98,325.72,-284.9,29.7,1.0,5519.0,83.0,-74.0,4.431,0.108,-0.07200000000000001,0.921,0.093,-0.102,296.50354,47.486919,13.14,1
7679812,0,0,0,0,38.57634829999999,0.000201,-0.000201,167.85725,0.0044,-0.0044,0.015,0.304,-0.015,19.861,0.114,-0.114,282.0,4.2,-4.2,2.05,0.36,-0.22,619.0,34.77,17.02,-9.52,76.3,1.0,6167.0,111.0,-136.0,4.333,0.076,-0.123,1.221,0.217,-0.133,290.87228,43.333,12.626,1
4947556,0,0,0,0,13.0267964,4.36e-05,-4.36e-05,139.14777,0.00254,-0.00254,0.93,0.032,-0.664,0.785,0.106,-0.106,357.0,45.1,-45.1,2.08,0.2,-0.18,643.0,40.51,14.47,-10.65,11.4,2.0,5083.0,152.0,-152.0,4.512,0.063,-0.07,0.8440000000000001,0.083,-0.07400000000000001,297.5771200000001,40.02771,13.336,1
4947556,0,0,0,0,141.608555,0.000718,-0.000718,190.27633,0.00375,-0.00375,0.399,0.065,-0.399,7.685,0.139,-0.139,1260.0,31.1,-31.1,2.98,0.29,-0.26,290.0,1.68,0.6,-0.44,43.3,1.0,5083.0,152.0,-152.0,4.512,0.063,-0.07,0.8440000000000001,0.083,-0.07400000000000001,297.5771200000001,40.02771,13.336,1
11244682,0,0,0,0,3.490785878,6.04e-06,-6.04e-06,133.10269,0.00147,-0.00147,0.116,0.327,-0.116,1.4513,0.0465,-0.0465,337.0,12.3,-12.3,1.32,0.23,-0.1,1010.0,245.65,126.09,-60.21,32.7,1.0,5496.0,147.0,-163.0,4.618,0.035,-0.105,0.725,0.121,-0.056,292.13733,48.917191,14.678,1
10788461,0,0,0,0,9.2075634,0.000357,-0.000357,135.80100000000002,0.0317,-0.0317,0.898,0.014,-0.6409999999999999,3.365,0.112,-0.112,1240.0,31.1,-31.1,5.5,1.45,-1.44,972.0,211.08,167.28,-110.52,43.4,1.0,5678.0,171.0,-188.0,4.215,0.246,-0.16399999999999998,1.3030000000000002,0.341,-0.341,288.16251,48.16515,14.026,1
10281221,0,0,0,0,0.5828954120000001,2.6e-07,-2.6e-07,131.621083,0.000375,-0.000375,1.011,0.191,-0.039,1.0528,0.0261,-0.0261,588.0,9.1,-9.1,5.87,1.74,-0.74,2347.0,7152.6,6218.02,-2442.0,87.0,1.0,6263.0,169.0,-225.0,4.46,0.065,-0.208,1.009,0.299,-0.128,294.61252,47.343262,14.972,0
5966810,0,0,0,0,247.891041,0.00255,-0.00255,133.92838,0.007890000000000001,-0.007890000000000001,0.002,0.419,-0.002,18.363,0.266,-0.266,957.0,31.2,-31.2,4.74,0.87,-0.87,367.0,4.27,2.03,-1.57,34.6,1.0,6121.0,82.0,-82.0,4.163,0.154,-0.126,1.536,0.281,-0.281,293.8183,41.21146,14.948,1
10363115,0,0,0,0,59.3627946,0.00035,-0.00035,184.14711,0.00477,-0.00477,0.001,0.376,0.0,13.972,0.138,-0.138,234.0,5.2,-5.2,2.23,0.35,-0.49,566.0,24.33,10.99,-10.5,51.5,1.0,5786.0,115.0,-104.0,4.106,0.188,-0.101,1.471,0.233,-0.321,299.58337,47.448078,12.07,1
8765560,0,0,0,0,47.1096306,0.000194,-0.000194,144.13172,0.00343,-0.00343,1.23,6.922999999999999,-0.605,5.7410000000000005,0.172,-0.172,752.0,22.2,-22.2,78.98,30.9,-57.5,751.0,75.4,89.11,-70.44,35.1,1.0,5258.0,159.0,-159.0,3.597,0.968,-0.242,2.78,1.089,-2.022,296.1560100000001,44.92009,13.731,0
4147444,0,0,0,0,1.803697292,4e-06,-4e-06,131.51365,0.00185,-0.00185,0.405,0.067,-0.405,1.5922,0.0501,-0.0501,69.7,3.3,-3.3,1.0,0.3,-0.17,1783.0,2385.75,2161.97,-943.67,25.8,1.0,6438.0,181.0,-227.0,4.33,0.108,-0.201,1.166,0.35700000000000004,-0.192,288.86737,39.264961,10.762,1
4472818,0,0,0,0,15.3573445,0.000106,-0.000106,132.60166,0.00571,-0.00571,0.966,0.005,-0.72,1.634,0.218,-0.218,117.0,15.5,-15.5,1.42,0.22,-0.07,729.0,66.65,26.33,-10.11,9.6,2.0,5818.0,78.0,-78.0,4.464,0.04,-0.12,0.986,0.14800000000000002,-0.053,293.8854100000001,39.51981,12.72,1
3440118,0,0,0,0,19.57783279,3.7e-05,-3.7e-05,131.71421,0.00153,-0.00153,0.6940000000000001,0.006999999999999999,-0.509,1.9857,0.048,-0.048,433.0,13.5,-13.5,1.96,0.27,-0.09,621.0,35.14,13.8,-5.49,37.2,1.0,5620.0,100.0,-111.0,4.533,0.023,-0.113,0.884,0.123,-0.039,290.44067,38.52356,12.624,1
4164922,0,0,0,0,18.2572722,0.000108,-0.000108,134.44527,0.00471,-0.00471,0.412,0.052000000000000005,-0.412,3.434,0.142,-0.142,158.0,9.6,-9.6,0.94,0.05,-0.05,547.0,21.16,4.16,-3.79,17.3,2.0,5014.0,100.0,-100.0,4.559,0.044,-0.032,0.7559999999999999,0.039,-0.043,293.3449700000001,39.257809,12.914,1
4164922,0,0,0,0,1.210693626,1.59e-06,-1.59e-06,132.39306000000002,0.00107,-0.00107,0.597,0.327,-0.374,1.4340000000000002,0.0388,-0.0388,159.0,4.7,-4.7,0.99,0.05,-0.06,1351.0,784.51,154.33,-140.73,41.6,1.0,5014.0,100.0,-100.0,4.559,0.044,-0.032,0.7559999999999999,0.039,-0.043,293.3449700000001,39.257809,12.914,1
4820550,0,0,0,0,202.1168173,0.000544,-0.000544,292.05064,0.00185,-0.00185,0.906,0.01,-0.028,4.683,0.154,-0.154,2700.0,58.2,-58.2,5.8,0.72,-0.34,286.0,1.59,0.53,-0.26,56.3,1.0,5536.0,74.0,-83.0,4.498,0.038,-0.113,0.917,0.115,-0.053,286.77145,39.983822,13.922,1
6507433,0,0,0,0,4.742552099999998,2.57e-05,-2.57e-05,133.13755,0.00472,-0.00472,0.851,0.091,-0.616,1.11,0.149,-0.149,3580.0,488.0,-488.0,7.27,2.47,-0.82,1159.0,426.49,438.63,-143.72,10.9,1.0,6161.0,193.0,-258.0,4.454,0.054000000000000006,-0.229,1.053,0.35700000000000004,-0.119,286.50876,41.922741,15.432,1
4638237,0,0,0,0,290.1401717,0.000262,-0.000262,307.2506180000001,0.00065,-0.00065,0.935,5.681,-0.029,2.1583,0.0472,-0.0472,4840.0,87.2,-87.2,11.58,1.84,-2.25,304.0,2.02,0.85,-0.77,69.1,1.0,5631.0,84.0,-67.0,4.212,0.188,-0.101,1.263,0.2,-0.245,286.15311,39.714901,13.906,1
5769943,0,0,0,0,1.013774136,4.35e-06,-4.35e-06,131.95888,0.00195,-0.00195,1.161,10.54,-0.021,1.2774,0.0147,-0.0147,33900.0,262.0,-262.0,18.59,1.34,-1.48,827.0,110.51,22.15,-22.05,166.8,1.0,3644.0,40.0,-51.0,4.871,0.033,-0.033,0.389,0.028,-0.031,283.7504,41.08601,16.758,0
8827930,0,0,0,0,288.3128666,0.0005070000000000001,-0.0005070000000000001,374.79958,0.00125,-0.00125,0.525,0.062,-0.358,5.419,0.109,-0.109,11200.0,131.0,-131.0,13.21,2.07,-2.3,300.0,1.93,0.79,-0.68,96.8,1.0,5672.0,76.0,-76.0,4.252,0.162,-0.108,1.22,0.191,-0.212,295.20694,45.09819,15.999,1
7813039,0,0,0,0,141.73403059999995,5.01e-05,-5.01e-05,167.34598200000005,0.00029,-0.00029,0.912,0.052000000000000005,-0.021,1.5851,0.0321,-0.0321,7740.0,76.6,-76.6,10.3,1.38,-0.74,329.0,2.77,1.09,-0.55,157.4,1.0,5606.0,112.0,-101.0,4.478,0.056,-0.112,0.918,0.123,-0.066,288.43912,43.505249,13.890999999999998,1
4075067,0,0,0,0,17.747605899999996,0.000375,-0.000375,139.3464,0.016,-0.016,1.25,6.792000000000002,-0.061,5.066,0.916,-0.916,877.0,146.0,-146.0,146.63,14.2,-85.4,1998.0,3768.37,1378.8,-3229.1,7.6,1.0,8992.0,289.0,-434.0,3.535,0.56,-0.029,4.832,0.469,-2.814,295.86945,39.15881,11.5,0
5008245,0,0,0,0,2.60720833,1.82e-05,-1.82e-05,131.84843999999998,0.00575,-0.00575,0.644,0.151,-0.015,2.6452,0.0608,-0.0608,3150.0,21.2,-21.2,7.31,2.47,-1.06,1561.0,1403.43,1397.75,-525.02,185.3,1.0,6366.0,177.0,-243.0,4.352,0.073,-0.218,1.236,0.417,-0.179,290.93671,40.12492,14.103,1
8323764,0,0,0,0,6.714247798,8.400000000000001e-06,-8.400000000000001e-06,134.31703000000002,0.00137,-0.00137,0.557,0.035,-0.094,3.3304,0.056,-0.056,32200.0,235.0,-235.0,14.78,1.77,-1.78,809.0,100.94,44.19,-33.07,145.9,1.0,5159.0,179.0,-179.0,4.508,0.102,-0.085,0.8,0.096,-0.096,299.08057,44.29501,17.375999999999998,0
8308347,0,0,0,0,164.950399,0.00294,-0.00294,280.9154,0.0139,-0.0139,0.7240000000000001,0.024,-0.056,30.86,0.775,-0.775,24500.0,584.0,-584.0,11.23,1.19,-1.08,252.0,0.95,0.4,-0.27,65.7,2.0,5001.0,191.0,-174.0,4.603,0.066,-0.048,0.664,0.07,-0.064,294.89749,44.21579000000001,15.473,0
11547869,0,0,0,0,10.72725536,4.89e-05,-4.89e-05,132.90239,0.0033,-0.0033,1.056,17.11,-0.042,1.7541,0.0213,-0.0213,56200.0,432.0,-432.0,12.85,3.01,-2.69,307.0,2.1,1.36,-0.9,160.5,1.0,3324.0,66.0,-73.0,5.006,0.075,-0.083,0.268,0.063,-0.056,285.00772,49.503979,16.415,0
8780959,0,0,0,0,9.6310258,0.000126,-0.000126,132.7273,0.0101,-0.0101,0.951,0.027000000000000003,-0.65,5.255,0.241,-0.241,297.0,25.1,-25.1,2.9,0.82,-0.68,1094.0,338.33,275.21,-164.36,12.7,3.0,6432.0,155.0,-214.0,4.207,0.19,-0.171,1.345,0.382,-0.313,300.33237,44.986141,13.306,1
8780959,0,0,0,0,18.577903,0.00323,-0.00323,142.171,0.136,-0.136,0.105,0.35200000000000004,-0.105,20.11,4.1,-4.1,99.8,17.1,-17.1,1.36,0.38,-0.32,879.0,140.97,114.68,-68.48,6.6,4.0,6432.0,155.0,-214.0,4.207,0.19,-0.171,1.345,0.382,-0.313,300.33237,44.986141,13.306,0
7017372,0,0,0,0,5.24088367,2.28e-05,-2.28e-05,136.02877,0.00354,-0.00354,0.65,0.021,-0.041,3.3656,0.029,-0.029,8530.0,27.7,-27.7,12.74,3.85,-2.57,1320.0,716.85,641.99,-326.64,385.7,1.0,6452.0,181.0,-250.0,4.2410000000000005,0.17,-0.187,1.305,0.395,-0.263,285.9718,42.545712,14.014,1
2581316,0,0,0,0,10.51421162,5.5399999999999985e-05,-5.5399999999999985e-05,134.56738,0.00465,-0.00465,0.877,0.048,-0.618,3.877,0.118,-0.118,85.4,4.5,-4.5,1.25,0.23,-0.09,943.0,187.06,91.05,-39.79,21.6,2.0,6259.0,99.0,-136.0,4.385,0.034,-0.128,1.167,0.212,-0.085,292.62747,37.860142,11.69,1
6697817,0,0,0,0,190.800788,0.0025800000000000003,-0.0025800000000000003,236.0389,0.0103,-0.0103,0.066,0.389,-0.066,8.082,0.35200000000000004,-0.35200000000000004,288.0,25.6,-25.6,1.67,0.27,-0.07,321.0,2.51,1.05,-0.32,13.0,1.0,5993.0,72.0,-84.0,4.489,0.021,-0.119,0.986,0.16,-0.038,293.6235700000001,42.12963900000001,14.322,1
6368175,0,0,0,0,31.8245304,0.000793,-0.000793,144.5289,0.0177,-0.0177,0.6809999999999999,0.0462,-0.4878,4.17,1.0,-1.0,79.0,23.0,-23.0,0.8,0.34,-0.05,589.0,28.37,36.25,-6.36,7.7,2.0,6338.0,171.0,-179.0,4.545,0.031,-0.319,0.847,0.365,-0.057,293.15085,41.729252,13.827,0
6368175,0,0,0,0,21.1876185,0.000714,-0.000714,148.8101,0.0201,-0.0201,0.777,0.212,-0.555,3.69,1.0,-1.0,71.7,9.7,-9.7,0.79,0.22,-0.06,676.0,49.23,40.45,-12.06,8.5,1.0,6355.0,158.0,-206.0,4.547,0.036000000000000004,-0.204,0.8490000000000001,0.242,-0.061,293.15085,41.729252,13.827,0
6058816,0,0,0,0,4.7482669,6.01e-05,-6.01e-05,135.8003,0.0108,-0.0108,0.6729999999999999,0.292,-0.449,4.947,0.299,-0.299,35.6,3.4,-3.4,1.57,0.21,-0.55,1690.0,1927.62,706.15,-1146.93,12.1,2.0,6056.0,81.0,-81.0,3.797,0.285,-0.095,2.481,0.343,-0.8590000000000001,296.3546100000001,41.33556,13.214,1
6058816,0,0,0,0,73.7502765,0.000523,-0.000523,188.52221,0.005529999999999999,-0.005529999999999999,0.127,0.317,-0.127,13.309,0.16699999999999998,-0.16699999999999998,233.0,7.0,-7.0,3.78,0.53,-1.31,677.0,49.76,18.22,-29.61,33.9,1.0,6056.0,81.0,-81.0,3.797,0.285,-0.095,2.481,0.343,-0.8590000000000001,296.3546100000001,41.33556,13.214,1
7517261,0,0,0,0,8.5433774,0.000198,-0.000198,137.9895,0.0192,-0.0192,0.748,0.226,-0.505,6.149,0.478,-0.478,75.1,8.3,-8.3,1.58,0.46,-0.42,1260.0,595.97,514.55,-318.95,10.3,2.0,6602.0,181.0,-250.0,4.1080000000000005,0.22,-0.18,1.685,0.494,-0.444,288.4212,43.179794,13.932,0
9474756,0,0,0,0,6.685438,0.000183,-0.000183,132.3184,0.0142,-0.0142,0.853,0.021,-0.602,5.09,0.8009999999999999,-0.8009999999999999,89.2,13.1,-13.1,1.25,0.2,-0.16,1040.0,276.02,115.49,-78.23,9.7,2.0,5808.0,78.0,-78.0,4.3260000000000005,0.11,-0.11,1.159,0.185,-0.151,295.55374,46.02911,15.135,1
9474756,0,0,0,0,17.6062701,0.000398,-0.000398,147.1894,0.0167,-0.0167,0.923,0.031,-0.63,6.134,0.612,-0.612,146.0,15.4,-15.4,1.72,0.27,-0.22,753.0,75.96,31.78,-21.53,10.4,1.0,5808.0,78.0,-78.0,4.3260000000000005,0.11,-0.11,1.159,0.185,-0.151,295.55374,46.02911,15.135,1
8231667,0,0,0,0,42.8774169,0.00026000000000000003,-0.00026000000000000003,156.06967,0.00511,-0.00511,0.02,0.423,-0.02,1.991,0.12,-0.12,1070.0,83.7,-83.7,2.67,0.41,-0.34,451.0,9.8,5.2,-3.31,14.8,1.0,5256.0,184.0,-184.0,4.4830000000000005,0.104,-0.127,0.8320000000000001,0.129,-0.105,291.19882,44.166241,15.654000000000002,1
8880123,0,0,0,0,46.7162336,0.000837,-0.000837,145.5064,0.0153,-0.0153,0.266,0.205,-0.266,7.258999999999999,0.417,-0.417,346.0,26.4,-26.4,2.03,0.33,-0.18,531.0,18.74,8.08,-4.01,15.4,1.0,5856.0,79.0,-79.0,4.386,0.066,-0.123,1.092,0.18,-0.097,289.8288,45.10276,15.223,1
8121328,0,0,0,0,19.0689513,0.000344,-0.000344,145.7515,0.0159,-0.0159,0.98,0.049,-0.782,12.462,0.913,-0.913,169.0,9.6,-9.6,1.63,0.45,-0.24,627.0,36.63,30.27,-13.06,19.1,1.0,5418.0,159.0,-159.0,4.436,0.133,-0.247,0.889,0.245,-0.132,298.82062,43.909859,14.371,0
3101923,0,0,0,0,82.331756,0.00198,-0.00198,133.0814,0.0184,-0.0184,0.027000000000000003,0.425,-0.027000000000000003,8.664,0.655,-0.655,283.0,28.1,-28.1,2.08,0.34,-0.28,474.0,11.96,5.14,-3.47,11.9,1.0,5997.0,81.0,-81.0,4.3039999999999985,0.099,-0.121,1.242,0.204,-0.16699999999999998,287.32269,38.279709,14.872,1
7288444,0,0,0,0,15.3317719,0.000204,-0.000204,142.5217,0.0122,-0.0122,0.802,0.14,-0.5489999999999999,5.4670000000000005,0.307,-0.307,179.0,15.6,-15.6,1.91,0.32,-0.35,821.0,107.44,47.95,-39.66,13.3,1.0,5726.0,86.0,-78.0,4.228,0.162,-0.108,1.285,0.215,-0.236,293.7674,42.829208,15.098,1
8812045,0,0,0,0,32.715906,0.0012,-0.0012,135.9204,0.0277,-0.0277,0.25,0.218,-0.25,10.79,1.3,-1.3,136.0,12.2,-12.2,3.68,0.73,-1.34,902.0,156.74,81.53,-96.95,13.1,1.0,5527.0,83.0,-75.0,3.627,0.262,-0.087,3.192,0.628,-1.166,289.09845,45.02309,14.462,1
9843517,0,0,0,0,11.9378354,0.000174,-0.000174,133.2612,0.0129,-0.0129,0.036000000000000004,0.416,-0.036000000000000004,4.652,0.36,-0.36,246.0,29.2,-29.2,1.15,0.2,-0.09,671.0,47.91,26.75,-11.63,9.6,1.0,5469.0,162.0,-162.0,4.6110000000000015,0.037000000000000005,-0.112,0.738,0.131,-0.056,296.65256,46.61880900000001,15.954,0
7742408,0,0,0,0,33.4969115,0.00041,-0.00041,163.7638,0.0105,-0.0105,0.961,0.002,-0.69,4.833,0.227,-0.227,164.0,14.6,-14.6,2.97,1.64,-1.47,630.0,37.3,63.77,-28.82,13.2,1.0,4928.0,148.0,-133.0,3.966,0.598,-0.322,1.6880000000000002,0.931,-0.838,287.66339,43.471451,13.354,1
5213230,0,0,0,0,52.6095103,0.000732,-0.000732,158.6253,0.0108,-0.0108,0.102,0.34700000000000003,-0.102,8.202,0.358,-0.358,204.0,15.2,-15.2,1.83,0.3,-0.32,553.0,22.13,9.28,-7.9,15.3,1.0,5881.0,79.0,-79.0,4.259,0.13699999999999998,-0.112,1.294,0.207,-0.228,298.0834,40.34621,14.192,1
8905246,0,0,0,0,27.63714708,6.759999999999999e-05,-6.759999999999999e-05,143.93341999999996,0.00193,-0.00193,0.669,0.001,-0.519,1.7277,0.0716,-0.0716,736.0,32.5,-32.5,6.96,2.44,-4.53,816.0,104.6,112.69,-93.3,27.4,1.0,5214.0,173.0,-157.0,3.766,0.75,-0.25,2.427,0.85,-1.579,298.0759,45.18903,13.851,1
9536108,0,0,0,0,10.43003118,7.82e-05,-7.82e-05,133.2962,0.00569,-0.00569,0.28300000000000003,0.17800000000000002,-0.28300000000000003,2.029,0.196,-0.196,120.0,14.3,-14.3,1.14,0.36,-0.12,906.0,159.58,145.16,-47.42,10.6,1.0,6277.0,169.0,-206.0,4.449,0.052000000000000005,-0.208,1.031,0.32,-0.107,295.63855,46.132549,14.412,1
9995771,0,0,0,0,15.0617835,0.000265,-0.000265,140.1111,0.016,-0.016,0.114,0.335,-0.114,6.31,0.299,-0.299,197.0,17.9,-17.9,1.61,0.27,-0.21,794.0,94.08,41.79,-26.28,12.1,2.0,5806.0,78.0,-78.0,4.3210000000000015,0.115,-0.115,1.158,0.197,-0.14800000000000002,283.79782,46.931,15.386,1
4844470,0,0,0,0,60.532988,0.000456,-0.000456,134.57461,0.00554,-0.00554,0.618,0.303,-0.402,7.086,0.179,-0.179,468.0,22.3,-22.3,1.91,0.53,-0.17,420.0,7.36,6.01,-1.85,23.8,1.0,5631.0,152.0,-152.0,4.557,0.035,-0.184,0.847,0.235,-0.073,294.2503700000001,39.943939,14.196,1
5294945,0,0,0,0,32.5474295,0.000521,-0.000521,133.6742,0.0126,-0.0126,0.7090000000000001,0.047,-0.4970000000000001,6.945,0.399,-0.399,157.0,16.1,-16.1,1.42,0.44,-0.23,618.0,34.42,31.93,-13.54,11.3,1.0,6068.0,190.0,-211.0,4.384,0.108,-0.201,1.061,0.324,-0.174,296.8797600000001,40.45536,14.564,1
9967009,0,0,0,0,30.9902997,0.000893,-0.000893,141.441,0.023,-0.023,0.397,0.059,-0.397,9.454,0.836,-0.836,322.0,33.4,-33.4,2.21,0.37,-0.47,619.0,34.68,15.77,-14.0,10.7,2.0,5480.0,82.0,-65.0,4.22,0.192,-0.112,1.229,0.21,-0.257,297.70197,46.823318,15.916,1
9967009,0,0,0,0,12.4326997,0.000313,-0.000313,142.1049,0.0194,-0.0194,0.212,0.252,-0.212,7.81,0.5489999999999999,-0.5489999999999999,240.0,23.2,-23.2,1.88,0.32,-0.39,839.0,117.17,53.3,-47.29,11.5,1.0,5480.0,82.0,-65.0,4.22,0.192,-0.112,1.229,0.21,-0.257,297.70197,46.823318,15.916,1
9664276,0,0,0,0,62.596544,0.00106,-0.00106,185.9931,0.0118,-0.0118,0.246,0.209,-0.246,11.477,0.487,-0.487,223.0,16.3,-16.3,2.25,0.39,-0.48,559.0,23.01,10.42,-9.48,15.5,1.0,5934.0,80.0,-80.0,4.173,0.162,-0.122,1.509,0.262,-0.32,297.37912,46.367069,14.451,1
2717158,0,0,0,0,13.2226149,0.000169,-0.000169,144.295,0.0101,-0.0101,0.943,0.019,-0.638,4.337,0.201,-0.201,262.0,23.1,-23.1,1.75,0.46,-0.16,740.0,71.11,56.08,-18.89,12.6,1.0,5931.0,161.0,-178.0,4.545,0.044,-0.187,0.863,0.231,-0.077,292.33035,37.997059,15.208,1
6364582,0,0,0,0,486.12702,0.0219,-0.0219,426.1722,0.0308,-0.0308,0.3621,0.0933,-0.3621,9.495,0.82,-0.82,121.0,15.6,-15.6,1.18,0.44,-0.16,249.0,0.91,1.0,-0.3,8.1,2.0,6008.0,156.0,-174.0,4.373,0.103,-0.255,1.062,0.397,-0.141,292.00204,41.786961,12.988,0
6947668,0,0,0,0,14.0545718,0.000161,-0.000161,133.0972,0.0107,-0.0107,0.121,0.327,-0.121,4.066,0.229,-0.229,274.0,27.6,-27.6,1.45,0.43,-0.13,711.0,60.49,52.81,-17.23,11.6,1.0,5783.0,161.0,-202.0,4.539,0.036000000000000004,-0.204,0.88,0.26,-0.081,291.50708,42.429878,15.802,1
10793576,0,0,0,0,10.90752977,9.96e-05,-9.96e-05,136.60797,0.00952,-0.00952,0.147,0.302,-0.147,2.764,0.185,-0.185,186.0,18.4,-18.4,1.58,0.52,-0.23,955.0,196.51,192.83,-72.83,11.8,1.0,6414.0,179.0,-246.0,4.377,0.07200000000000001,-0.203,1.147,0.381,-0.163,290.34442,48.147308,14.056,1
3348216,0,0,0,0,32.510844,0.00025,-0.00025,136.62491,0.00636,-0.00636,0.421,0.036000000000000004,-0.421,3.254,0.2,-0.2,362.0,32.8,-32.8,2.62,0.44,-0.39,680.0,50.56,22.15,-16.23,12.6,1.0,6074.0,81.0,-90.0,4.244,0.125,-0.125,1.358,0.228,-0.205,292.96008,38.431431,14.863,1
5384713,0,0,0,0,14.1502311,0.000131,-0.000131,141.47343999999995,0.0076799999999999985,-0.0076799999999999985,0.013,0.45,-0.013,1.503,0.282,-0.282,208.0,30.4,-30.4,0.74,0.05,-0.05,390.0,5.44,1.14,-1.11,9.3,5.0,3705.0,74.0,-74.0,4.721,0.039,-0.021,0.529,0.03,-0.038,297.4292,40.561909,13.693,1
5384713,0,0,0,0,2.63595435,1.76e-05,-1.76e-05,132.31984,0.00624,-0.00624,0.005,0.45,-0.005,1.3090000000000002,0.193,-0.193,93.7,13.0,-13.0,0.5,0.03,-0.04,682.0,51.07,10.65,-10.49,9.2,2.0,3705.0,74.0,-74.0,4.721,0.039,-0.021,0.529,0.03,-0.038,297.4292,40.561909,13.693,1
