kepid,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,exoplanet
12168280,0,0,0,0,229.957537,0.00673,-0.00673,326.0184,0.0151,-0.0151,1.175,74.31,-4.203,7.59,1.0,-1.0,400.0,49.2,-49.2,43.78,7.77,-10.7,444.0,9.22,4.18,-4.21,10.2,1.0,6419.0,77.0,-83.0,3.978,0.195,-0.12,2.057,0.365,-0.501,295.97794,50.771481,10.505,0
9592621,0,0,0,0,191.03728,0.0132,-0.0132,153.9107,0.0648,-0.0648,0.091,0.456,-0.091,3.595,0.989,-0.989,1610.0,502.0,-502.0,3.54,0.84,-0.36,286.0,1.58,1.18,-0.46,7.0,1.0,5440.0,180.0,-180.0,4.497,0.055,-0.165,0.901,0.213,-0.091,293.6839,46.265541,16.652,0
9159288,0,0,0,0,66.67305,0.0124,-0.0124,161.59,0.17600000000000002,-0.17600000000000002,0.415,0.049,-0.415,6.381,0.804,-0.804,472.0,49.1,-49.1,2.64,0.9,-0.3,542.0,20.35,19.92,-6.7,9.6,1.0,6592.0,163.0,-256.0,4.369,0.07200000000000001,-0.217,1.19,0.404,-0.135,293.68979,45.549332,14.634,0
9011955,0,0,0,0,367.0896,0.0228,-0.0228,178.6744,0.0422,-0.0422,1.242,72.99,-3.631,28.02,1.4,-1.4,2090.0,93.5,-93.5,35.3,12.3,-4.11,281.0,1.48,1.53,-0.5,27.7,1.0,6268.0,173.0,-260.0,4.4289999999999985,0.058,-0.232,1.1,0.384,-0.128,287.86737,45.321289,15.267,0
8673511,0,0,0,0,0.7572612809999999,3.77e-06,-3.77e-06,131.62153999999998,0.00472,-0.00472,0.322,0.19,-0.321,0.905,0.298,-0.298,36.5,5.6,-5.6,0.58,0.17,-0.06,1908.0,3119.75,2686.06,-873.02,10.2,1.0,5651.0,154.0,-171.0,4.479,0.062,-0.2,0.953,0.279,-0.093,284.29565,44.895859,14.024,0
8637903,0,0,0,0,385.858683,0.00526,-0.00526,343.64827,0.00907,-0.00907,0.877,0.091,-0.63,12.071,0.331,-0.331,548.0,29.5,-29.5,3.23,1.0,-0.41,300.0,1.92,1.69,-0.63,21.2,1.0,6551.0,149.0,-216.0,4.367,0.065,-0.195,1.195,0.3720000000000001,-0.149,296.40787,44.77364,13.993,1
8329346,0,0,0,0,389.875816,0.00719,-0.00719,273.6498,0.0142,-0.0142,0.5760000000000001,0.006,-0.477,3.3360000000000003,0.422,-0.422,2130.0,296.0,-296.0,3.76,0.63,-0.29,207.0,0.44,0.24,-0.11,8.9,1.0,5289.0,185.0,-167.0,4.588,0.028,-0.119,0.79,0.133,-0.061,300.69672,44.298409,15.953,0
8022520,0,0,0,0,432.42787,0.0374,-0.0374,361.4078,0.0394,-0.0394,0.716,0.277,-0.491,19.63,3.4,-3.4,110.0,70.4,-70.4,1.14,0.37,-0.13,259.0,1.07,1.04,-0.32,6.0,1.0,6263.0,169.0,-188.0,4.46,0.054000000000000006,-0.21600000000000005,1.009,0.335,-0.112,289.66574,43.879459,13.814,0
7832787,0,0,0,0,338.0069200000001,0.0124,-0.0124,262.4,0.0248,-0.0248,0.184,0.246,-0.184,16.745,0.675,-0.675,544.0,41.1,-41.1,2.09,0.6,-0.21,249.0,0.91,0.77,-0.25,15.3,1.0,5741.0,153.0,-170.0,4.502,0.062,-0.188,0.898,0.26,-0.087,295.22299,43.590439,15.023,0
6356506,0,0,0,0,280.55544,0.0253,-0.0253,308.0323,0.0404,-0.0404,0.031,0.419,-0.031,12.757,0.723,-0.723,401.0,48.4,-48.4,2.17,0.72,-0.24,308.0,2.13,2.11,-0.69,9.3,1.0,6292.0,174.0,-240.0,4.426,0.054000000000000006,-0.21600000000000005,1.078,0.361,-0.12,289.32593,41.74993900000001,15.16,0
5956171,0,0,0,0,402.27493,0.0227,-0.0227,369.6734,0.0361,-0.0361,0.6679999999999999,0.061,-0.479,15.67,1.6,-1.6,295.0,34.2,-34.2,1.73,0.52,-0.18,262.0,1.11,1.0,-0.34,11.1,1.0,6299.0,170.0,-226.0,4.4860000000000015,0.054000000000000006,-0.21600000000000005,0.95,0.29,-0.097,290.4519,41.22551,14.619000000000002,0
5683219,0,0,0,0,9.4609418,0.000272,-0.000272,138.7888,0.0239,-0.0239,0.161,0.3,-0.161,4.888,0.7709999999999999,-0.7709999999999999,47.5,7.2,-7.2,0.54,0.1,-0.07,767.0,81.83,45.22,-26.03,7.9,1.0,5485.0,163.0,-147.0,4.5,0.117,-0.13,0.7879999999999999,0.138,-0.101,282.96545,40.922619,13.413,0
5098334,0,0,0,0,400.11482,0.0499,-0.0499,316.2642,0.0343,-0.0343,0.066,0.531,-0.066,12.37,3.4,-3.4,113.0,75.0,-75.0,0.95,0.13,-0.04,226.0,0.62,0.22,-0.08,6.7,1.0,5547.0,74.0,-83.0,4.521,0.019,-0.11,0.911,0.12,-0.038,291.52951,40.252918,13.521,0
4572728,0,0,0,0,309.191789,0.007940000000000001,-0.007940000000000001,326.2209,0.0215,-0.0215,0.155,0.307,-0.155,11.392,0.7190000000000001,-0.7190000000000001,123.0,13.4,-13.4,1.96,0.4,-0.6,383.0,5.08,3.14,-2.89,10.5,1.0,6299.0,174.0,-174.0,3.99,0.253,-0.117,1.754,0.358,-0.537,294.63766,39.655811,12.746,0
4446859,0,0,0,0,425.64971,0.0202,-0.0202,284.3479,0.0357,-0.0357,0.303,0.15,-0.303,11.07,1.3,-1.3,171.0,27.8,-27.8,1.58,0.45,-0.37,281.0,1.48,1.27,-0.71,7.6,1.0,6067.0,182.0,-182.0,4.253,0.22,-0.18,1.195,0.342,-0.279,285.60822,39.5793,13.855,0
3629119,0,0,0,0,331.55459,0.0138,-0.0138,237.2754,0.0361,-0.0361,0.001,0.453,-0.001,5.35,1.3,-1.3,289.0,48.2,-48.2,1.36,0.32,-0.11,240.0,0.78,0.56,-0.19,6.7,1.0,5762.0,155.0,-155.0,4.5760000000000005,0.04,-0.16,0.8009999999999999,0.193,-0.064,286.04395,38.708801,14.066,0
12647757,0,0,0,0,490.63941,0.0223,-0.0223,561.5837,0.0312,-0.0312,0.015,0.442,-0.015,16.5,1.2,-1.2,269.0,33.0,-33.0,7.67,0.57,-1.33,412.0,6.84,1.61,-2.66,9.6,1.0,5037.0,87.0,-137.0,3.252,0.03,-0.03,4.817,0.359,-0.8370000000000001,290.8627600000001,51.701908,13.227,0
12554485,0,0,0,0,495.662346,0.00674,-0.00674,561.4127,0.00823,-0.00823,0.949,0.018000000000000002,-0.679,4.428,0.35,-0.35,676.0,77.6,-77.6,2.73,0.56,-0.33,207.0,0.43,0.29,-0.14,10.2,1.0,5515.0,193.0,-193.0,4.509,0.077,-0.132,0.82,0.17,-0.099,289.09082,51.532009,14.322,0
11872364,0,0,0,0,189.183958,0.00421,-0.00421,132.3331,0.0169,-0.0169,0.68,0.062,-0.488,6.829,0.634,-0.634,1010.0,112.0,-112.0,3.31,0.95,-0.59,312.0,2.23,1.98,-0.89,11.2,6.0,5573.0,182.0,-166.0,4.382,0.158,-0.193,0.981,0.28300000000000003,-0.174,295.86533,50.13348,15.053,0
11446424,0,0,0,0,66.716453,0.00194,-0.00194,150.0569,0.0244,-0.0244,0.5479999999999999,0.006,-0.488,3.855,0.912,-0.912,626.0,125.0,-125.0,2.2,0.48,-0.23,402.0,6.18,4.14,-1.83,8.1,1.0,5447.0,164.0,-164.0,4.506,0.07400000000000001,-0.13699999999999998,0.8590000000000001,0.187,-0.093,286.79462,49.347591,15.968,0
11338091,0,0,0,0,293.38641,0.0181,-0.0181,308.6624,0.0349,-0.0349,0.537,0.415,-0.324,15.23,3.3,-3.3,94.9,6.9,-6.9,1.35,0.39,-0.31,347.0,3.43,2.91,-1.69,13.4,1.0,6392.0,181.0,-227.0,4.213,0.185,-0.185,1.34,0.382,-0.313,284.79071,49.125359,11.097,0
10907307,0,0,0,0,277.25118,0.0127,-0.0127,400.0395,0.0322,-0.0322,0.932,0.029,-0.642,8.742,0.49,-0.49,1520.0,97.9,-97.9,5.02,1.36,-0.91,304.0,2.02,1.61,-0.81,15.3,1.0,6046.0,164.0,-164.0,4.357,0.136,-0.187,1.048,0.285,-0.19,284.7412700000001,48.34367,12.349,0
10515564,0,0,0,0,5.0487451,0.000101,-0.000101,134.6825,0.0176,-0.0176,0.133,0.333,-0.132,4.007,0.454,-0.454,67.6,10.4,-10.4,0.67,0.15,-0.05,922.0,170.39,117.08,-41.29,7.7,1.0,5450.0,164.0,-164.0,4.573,0.028,-0.161,0.83,0.18600000000000005,-0.062,282.05078,47.743992,14.811,0
10351947,0,0,0,0,260.446151,0.00398,-0.00398,235.469,0.0124,-0.0124,0.8959999999999999,0.066,-0.644,9.314,0.391,-0.391,714.0,48.3,-48.3,25.39,1.6,-4.8,608.0,32.37,5.54,-12.68,16.8,1.0,4845.0,43.0,-93.0,2.897,0.03,-0.033,7.796,0.4920000000000001,-1.475,296.38278,47.409592,12.765999999999998,0
10253977,0,0,0,0,392.601892,0.00891,-0.00891,496.9922,0.0143,-0.0143,0.713,0.244,-0.494,3.21,0.482,-0.482,779.0,124.0,-124.0,2.25,0.34,-0.2,204.0,0.41,0.2,-0.1,7.8,1.0,5307.0,159.0,-143.0,4.605,0.032,-0.097,0.753,0.112,-0.069,281.87015,47.394989,14.382,0
10028127,0,0,0,0,367.947848,0.00479,-0.00479,416.20998,0.00972,-0.00972,0.902,0.062,-0.638,4.249,0.318,-0.318,1300.0,142.0,-142.0,3.72,0.9,-0.3,228.0,0.64,0.45,-0.16,10.7,1.0,5570.0,150.0,-166.0,4.561,0.03,-0.17,0.855,0.207,-0.069,297.73398,46.961529,15.719,0
9468848,0,0,0,0,5.8877038,7.35e-05,-7.35e-05,135.03738,0.00971,-0.00971,0.185,0.266,-0.185,4.009,0.33,-0.33,39.7,4.9,-4.9,0.6,0.19,-0.06,1026.0,262.67,251.91,-75.21,9.3,1.0,6065.0,163.0,-181.0,4.495,0.052000000000000005,-0.221,0.947,0.31,-0.097,293.43494,46.03944,13.811,0
9268159,0,0,0,0,185.97534,0.0226,-0.0226,299.6938,0.0656,-0.0656,0.4,0.046,-0.4,8.744,0.926,-0.926,54.5,41.7,-41.7,2.76,0.26,-1.38,688.0,53.05,17.71,-42.02,2.6,3.0,7365.0,203.0,-330.0,3.628,0.504,-0.056,3.638,0.341,-1.82,285.3279100000001,45.753738,10.554,0
8873873,0,0,0,0,295.06066,0.0283,-0.0283,314.2081,0.0579,-0.0579,0.052000000000000005,0.4,-0.052000000000000005,16.18,1.4,-1.4,72.2,8.4,-8.4,0.64,0.07,-0.07,233.0,0.7,0.28,-0.21,10.4,1.0,5332.0,160.0,-144.0,4.524,0.097,-0.06,0.762,0.087,-0.087,286.94946,45.142139,11.922,0
8708961,0,0,0,0,370.98253,0.0123,-0.0123,308.2287,0.0221,-0.0221,1.655,6.54,-0.248,17.84,1.3,-1.3,552.0,41.5,-41.5,119.96,31.9,-47.8,338.0,3.07,2.47,-2.09,15.7,1.0,6028.0,181.0,-181.0,4.013,0.42,-0.14,1.63,0.433,-0.65,298.21265,44.80479,13.936,0
8608544,0,0,0,0,353.01861,0.0111,-0.0111,350.0863,0.0219,-0.0219,0.064,0.359,-0.064,15.583,0.481,-0.481,375.0,27.7,-27.7,2.25,0.76,-0.25,301.0,1.93,1.84,-0.58,14.9,2.0,6450.0,144.0,-192.0,4.386,0.067,-0.21600000000000005,1.155,0.389,-0.13,284.1921700000001,44.762112,13.970999999999998,0
8439949,0,0,0,0,364.98242,0.011000000000000001,-0.011000000000000001,188.6133,0.0194,-0.0194,0.926,0.033,-0.643,12.345999999999998,0.84,-0.84,533.0,47.4,-47.4,3.12,1.03,-0.35,293.0,1.73,1.65,-0.53,13.1,1.0,6429.0,153.0,-211.0,4.404,0.068,-0.21600000000000005,1.116,0.37,-0.123,295.16364,44.422211,14.324000000000002,0
6114140,0,0,0,0,0.933745798,2.35e-06,-2.35e-06,131.52118000000002,0.00205,-0.00205,0.961,0.002,-0.003,6.447,0.162,-0.162,614.0,11.9,-11.9,3.45,1.07,-0.42,2097.0,4570.22,4143.3,-1500.36,75.3,1.0,6367.0,172.0,-211.0,4.419,0.065,-0.195,1.087,0.336,-0.134,288.7709,41.412571,15.485,0
5955197,0,0,0,0,359.3383100000001,0.0117,-0.0117,152.5082,0.0309,-0.0309,0.17600000000000002,0.279,-0.17600000000000002,18.566,0.908,-0.908,978.0,71.7,-71.7,2.33,0.31,-0.29,216.0,0.52,0.26,-0.17,15.8,1.0,5316.0,204.0,-186.0,4.539,0.085,-0.076,0.753,0.102,-0.092,290.14304,41.27755,15.825,0
5858919,0,0,0,0,218.771117,0.00282,-0.00282,250.92469,0.00869,-0.00869,0.95,0.008,-0.6559999999999999,3.201,0.344,-0.344,140.0,21.0,-21.0,250.2,8.2,-26.3,1997.0,3757.91,711.61,-1065.95,8.4,1.0,3297.0,91.0,-91.0,0.236,0.027000000000000003,-0.033,151.184,4.956,-15.859000000000002,285.29388,41.1026,12.429,0
5802205,0,0,0,0,578.88761,0.022000000000000002,-0.022000000000000002,219.2878,0.023,-0.023,0.24,0.212,-0.24,18.521,0.959,-0.959,76.8,5.8,-5.8,1.69,0.45,-0.67,315.0,2.32,1.88,-1.6,15.1,1.0,6180.0,195.0,-238.0,3.946,0.405,-0.135,1.917,0.507,-0.76,295.08749,41.037395,11.402,0
3663850,0,0,0,0,141.400279,0.00154,-0.00154,208.22014,0.007659999999999998,-0.007659999999999998,0.401,0.062,-0.401,3.031,0.236,-0.236,790.0,68.7,-68.7,41.55,1.24,-3.3,945.0,188.78,26.1,-38.22,12.9,1.0,4936.0,88.0,-74.0,2.609,0.033,-0.027000000000000003,14.907,0.445,-1.186,295.80203,38.797932,12.783,0
2284957,0,0,0,0,419.2615,0.0293,-0.0293,187.5475,0.0581,-0.0581,0.5,0.447,-0.29600000000000004,21.53,2.6,-2.6,288.0,41.8,-41.8,1.7,0.46,-0.31,256.0,1.02,0.82,-0.41,10.1,1.0,5979.0,161.0,-179.0,4.379,0.17,-0.187,0.975,0.266,-0.177,286.61917,37.62624,14.547,0
12602999,0,0,0,0,8.2766028,0.000331,-0.000331,131.7601,0.0117,-0.0117,0.638,0.006999999999999999,-0.486,4.834,0.838,-0.838,73.1,7.2,-7.2,2.48,0.44,-0.87,1623.0,1639.28,881.67,-1030.63,10.0,1.0,6787.0,182.0,-202.0,3.762,0.285,-0.095,2.753,0.485,-0.971,290.8741100000001,51.685181,12.43,0
12307496,0,0,0,0,0.805941833,8.19e-07,-8.19e-07,132.127874,0.000852,-0.000852,1.339,9.378,-0.063,1.4432,0.0459,-0.0459,3180.0,75.1,-75.1,29.85,3.11,-2.84,1498.0,1189.65,440.69,-326.34,55.4,1.0,5022.0,149.0,-149.0,4.597,0.07200000000000001,-0.048,0.672,0.07,-0.064,291.5544700000001,51.043201,14.169,0
12266099,0,0,0,0,77.177672,0.00111,-0.00111,146.9243,0.0113,-0.0113,0.026,0.439,-0.026,2.312,0.277,-0.277,319.0,50.1,-50.1,1.29,0.09,-0.12,327.0,2.7,0.79,-0.72,8.0,1.0,4840.0,145.0,-130.0,4.551,0.066,-0.039,0.7490000000000001,0.053,-0.07200000000000001,295.57001,50.9049,14.427,1
12156930,0,0,0,0,71.10684,0.0017399999999999998,-0.0017399999999999998,176.7154,0.0178,-0.0178,0.466,0.34,-0.318,6.933,0.462,-0.462,128.0,13.9,-13.9,1.42,0.45,-0.24,523.0,17.68,16.44,-7.09,10.5,1.0,6339.0,177.0,-221.0,4.315,0.108,-0.201,1.224,0.385,-0.207,290.03943,50.768501,13.74,1
11904835,0,0,0,0,9.4640413,0.00028,-0.00028,138.45,0.0224,-0.0224,0.048,0.42,-0.048,6.999,0.563,-0.563,210.0,25.6,-25.6,1.28,0.37,-0.13,839.0,117.23,100.35,-32.72,9.4,1.0,5968.0,161.0,-179.0,4.534,0.036000000000000004,-0.204,0.8809999999999999,0.257,-0.086,286.12177,50.279449,15.807,0
11714107,0,0,0,0,405.35457,0.0123,-0.0123,311.8,0.0265,-0.0265,0.285,0.163,-0.285,10.778,0.802,-0.802,546.0,63.9,-63.9,2.11,0.56,-0.24,232.0,0.69,0.54,-0.21,10.2,1.0,5650.0,152.0,-169.0,4.487,0.06,-0.18,0.906,0.242,-0.104,292.58734,49.834469,15.328,0
11453349,0,0,0,0,4.40660737,4.120000000000001e-05,-4.120000000000001e-05,133.35561,0.00774,-0.00774,0.433,0.035,-0.433,2.107,0.257,-0.257,70.7,11.1,-11.1,0.86,0.27,-0.09,1152.0,415.56,400.77,-127.23,8.1,1.0,6063.0,190.0,-211.0,4.47,0.052000000000000005,-0.208,1.001,0.318,-0.106,290.81824,49.30558,14.689,1
11443757,0,0,0,0,43.9088053,0.000735,-0.000735,169.335,0.0155,-0.0155,0.272,0.18,-0.272,6.265,0.506,-0.506,298.0,25.6,-25.6,7.33,1.87,-4.38,885.0,144.75,115.28,-124.24,13.7,1.0,5216.0,172.0,-172.0,3.402,0.5920000000000001,-0.197,4.303,1.102,-2.571,285.08685,49.36282,13.589,0
11392362,0,0,0,0,9.9105786,0.000255,-0.000255,135.9226,0.0262,-0.0262,0.813,0.16,-0.563,5.945,0.937,-0.937,99.5,16.3,-16.3,1.19,0.35,-0.12,922.0,170.47,142.43,-53.51,9.2,1.0,6214.0,152.0,-239.0,4.442,0.05,-0.2,1.0759999999999998,0.313,-0.112,285.74564,49.238869,14.863,0
11358305,0,0,0,0,7.8687122999999985,0.000136,-0.000136,133.2612,0.0135,-0.0135,0.748,0.233,-0.504,3.739,0.454,-0.454,89.1,11.8,-11.8,1.73,0.49,-0.5,1323.0,722.44,613.46,-412.98,9.1,1.0,6738.0,189.0,-284.0,4.109,0.195,-0.175,1.692,0.485,-0.485,295.59012,49.198601,13.41,0
11350634,0,0,0,0,278.38935,0.0112,-0.0112,299.5370000000001,0.0213,-0.0213,0.12,0.338,-0.12,10.43,0.78,-0.78,263.0,26.8,-26.8,6.81,1.03,-1.77,464.0,10.93,4.16,-5.35,11.2,1.0,4951.0,51.0,-88.0,3.349,0.154,-0.112,4.342,0.657,-1.127,291.96802,49.115311,12.795,0
11296205,0,0,0,0,379.67276,0.0232,-0.0232,445.9701,0.0232,-0.0232,0.302,0.153,-0.302,9.662,0.866,-0.866,254.0,38.6,-38.6,1.33,0.36,-0.11,247.0,0.88,0.7,-0.23,7.9,1.0,6156.0,167.0,-186.0,4.563,0.035,-0.196,0.8240000000000001,0.22,-0.073,291.45468,49.043289,14.44,0
11294822,0,0,0,0,302.34971,0.0101,-0.0101,418.9534,0.02,-0.02,0.468,0.4970000000000001,-0.253,4.978,0.6409999999999999,-0.6409999999999999,622.0,94.8,-94.8,1.98,0.11,-0.13,208.0,0.44,0.12,-0.09,8.0,1.0,4829.0,144.0,-129.0,4.564,0.032,-0.048,0.794,0.046,-0.051,290.6962,49.06607800000001,15.222,0
11182706,0,0,0,0,384.37706,0.0128,-0.0128,309.208,0.0175,-0.0175,0.901,0.03,-0.629,15.139,0.531,-0.531,1200.0,61.9,-61.9,50.93,3.15,-8.83,676.0,49.27,8.99,-18.31,22.6,1.0,4859.0,58.0,-101.0,2.481,0.033,-0.027000000000000003,12.023,0.7440000000000001,-2.084,287.5925299999999,48.886459,12.656,0
11139682,0,0,0,0,10.7781558,0.000186,-0.000186,134.7939,0.0129,-0.0129,0.009000000000000001,0.433,-0.009000000000000001,3.005,0.413,-0.413,121.0,19.0,-19.0,1.24,0.43,-0.14,942.0,186.22,189.44,-58.93,7.9,1.0,6386.0,173.0,-211.0,4.402,0.067,-0.21600000000000005,1.123,0.389,-0.13,292.9603,48.7005,15.267,1
11032748,0,0,0,0,43.9438891,0.0008470000000000001,-0.0008470000000000001,144.143,0.0152,-0.0152,0.523,0.445,-0.32,5.26,0.486,-0.486,155.0,19.4,-19.4,1.12,0.33,-0.08,505.0,15.41,13.18,-3.8,9.7,1.0,6008.0,162.0,-180.0,4.537,0.038,-0.212,0.875,0.255,-0.068,293.31909,48.518608,14.685,1
10920281,0,0,0,0,3.65034525,3.87e-05,-3.87e-05,133.63577,0.00827,-0.00827,0.289,0.307,-0.289,1.527,0.408,-0.408,253.0,82.9,-82.9,0.72,0.05,-0.07,578.0,26.47,6.12,-6.75,6.0,4.0,3704.0,66.0,-81.0,4.797,0.052000000000000005,-0.032,0.45,0.032,-0.044,291.94415,48.351791,15.519,1
10862759,0,0,0,0,29.4856392,0.000594,-0.000594,151.8669,0.0168,-0.0168,0.103,0.355,-0.103,4.27,0.366,-0.366,105.0,13.4,-13.4,1.46,0.51,-0.22,793.0,93.27,92.89,-35.46,9.3,1.0,6870.0,168.0,-264.0,4.266,0.087,-0.203,1.4069999999999998,0.487,-0.209,292.48358,48.275219,13.783,0
10844823,0,0,0,0,362.13187,0.013000000000000001,-0.013000000000000001,369.541,0.0235,-0.0235,0.397,0.069,-0.397,5.59,1.2,-1.2,849.0,134.0,-134.0,2.23,0.28,-0.21,208.0,0.45,0.19,-0.12,8.2,1.0,5176.0,153.0,-153.0,4.567,0.048,-0.07200000000000001,0.7659999999999999,0.097,-0.071,283.29706,48.266628,15.313,0
10790401,0,0,0,0,254.336707,0.007809999999999998,-0.007809999999999998,200.5875,0.0161,-0.0161,0.728,0.209,-0.532,8.585,0.69,-0.69,398.0,41.1,-41.1,13.97,0.41,-3.88,586.0,27.88,3.42,-15.24,11.3,1.0,5193.0,76.0,-178.0,3.117,0.033,-0.027000000000000003,6.502000000000002,0.19,-1.807,289.0275,48.13792,13.625,0
10536241,0,0,0,0,7.7529342,0.000144,-0.000144,137.4877,0.0159,-0.0159,0.449,0.018000000000000002,-0.429,5.072,0.436,-0.436,72.1,9.0,-9.0,0.93,0.26,-0.2,1002.0,238.09,194.76,-106.08,9.2,1.0,5975.0,160.0,-178.0,4.335,0.175,-0.193,1.072,0.299,-0.224,292.33951,47.746391,14.751,0
10331279,0,0,0,0,225.48805,0.0187,-0.0187,224.2023,0.0772,-0.0772,0.8170000000000001,0.024,-0.568,19.46,2.3,-2.3,380.0,42.1,-42.1,1.7,0.43,-0.14,267.0,1.2,0.9,-0.3,11.6,1.0,5663.0,169.0,-152.0,4.579,0.04,-0.16,0.782,0.194,-0.065,288.2745700000001,47.495781,15.306,0
10321972,0,0,0,0,122.11555,0.019,-0.019,228.38,0.19,-0.19,0.23,0.214,-0.23,16.07,1.3,-1.3,1100.0,106.0,-106.0,2.96,0.9,-0.56,351.0,3.6,3.44,-1.54,12.2,1.0,5592.0,195.0,-195.0,4.418,0.156,-0.214,0.894,0.273,-0.168,283.2048,47.478271,15.546,0
10214341,0,0,0,0,277.13367,0.0159,-0.0159,400.4719,0.044000000000000004,-0.044000000000000004,0.662,0.307,-0.452,9.67,1.6,-1.6,321.0,53.2,-53.2,1.84,0.56,-0.18,307.0,2.09,1.81,-0.61,8.7,1.0,6461.0,155.0,-213.0,4.474,0.052000000000000005,-0.208,0.971,0.294,-0.098,294.38254,47.205769,14.635,0
10198225,0,0,0,0,11.9451376,0.000216,-0.000216,142.3107,0.0167,-0.0167,0.443,0.54,-0.248,6.893,0.541,-0.541,63.3,6.1,-6.1,3.32,0.64,-1.05,1337.0,755.16,408.67,-438.05,12.4,1.0,5094.0,100.0,-138.0,3.38,0.21,-0.157,4.163,0.8079999999999999,-1.3130000000000002,287.55182,47.244862,12.609000000000002,0
10160922,0,0,0,0,87.487573,0.00263,-0.00263,154.5163,0.0182,-0.0182,0.127,0.338,-0.127,5.881,0.66,-0.66,529.0,77.6,-77.6,1.87,0.49,-0.16,377.0,4.79,3.66,-1.25,8.4,1.0,5774.0,155.0,-172.0,4.567,0.033,-0.17600000000000002,0.818,0.212,-0.071,298.31586,47.105091,15.626,0
10155286,0,0,0,0,333.486169,0.00424,-0.00424,153.61501,0.00507,-0.00507,0.214,0.255,-0.214,3.199,0.229,-0.229,639.0,52.7,-52.7,19.3,0.55,-4.68,557.0,22.68,2.07,-10.95,14.0,1.0,4989.0,39.0,-128.0,2.992,0.03,-0.027000000000000003,7.824,0.223,-1.896,296.76288,47.145142,10.998,0
10128825,0,0,0,0,1.73984941,1.7800000000000002e-05,-1.7800000000000002e-05,133.00127,0.0076900000000000015,-0.0076900000000000015,0.043,0.423,-0.043,3.114,0.229,-0.229,48.5,5.4,-5.4,0.72,0.24,-0.08,1608.0,1585.81,1537.86,-502.22,10.6,1.0,6119.0,165.0,-220.0,4.444,0.056,-0.224,1.031,0.341,-0.114,286.5093700000001,47.163219,14.757,0
10011213,0,0,0,0,376.37989,0.0468,-0.0468,486.6022,0.0711,-0.0711,0.305,0.208,-0.305,13.99,2.2,-2.2,1140.0,106.0,-106.0,3.26,1.0,-0.33,265.0,1.16,1.07,-0.35,13.3,1.0,6231.0,188.0,-225.0,4.488,0.054000000000000006,-0.21600000000000005,0.955,0.29100000000000004,-0.097,291.60455,46.973289,15.632,0
9938836,0,0,0,0,7.268181699999999,0.000164,-0.000164,135.9348,0.0235,-0.0235,0.78,0.2,-0.555,4.985,0.503,-0.503,46.7,5.4,-5.4,1.66,0.4,-0.74,1444.0,1027.95,765.47,-761.0,9.7,1.0,6297.0,198.0,-242.0,3.89,0.405,-0.135,2.219,0.536,-0.996,285.30768,46.82980300000001,13.729,0
9906688,0,0,0,0,5.82561701,8.72e-05,-8.72e-05,136.0369,0.0117,-0.0117,0.635,0.22,-0.434,3.2460000000000004,0.335,-0.335,143.0,18.8,-18.8,1.21,0.36,-0.15,1037.0,273.08,242.16,-90.75,9.2,1.0,5999.0,180.0,-198.0,4.459,0.067,-0.202,0.967,0.285,-0.122,297.58023,46.719952,15.449000000000002,1
9873004,0,0,0,0,1.98514635,1.19e-05,-1.19e-05,132.02682,0.00479,-0.00479,0.126,0.326,-0.126,1.625,0.154,-0.154,233.0,25.2,-25.2,1.28,0.28,-0.11,1299.0,675.28,446.07,-178.35,11.0,1.0,5581.0,149.0,-166.0,4.559,0.036000000000000004,-0.153,0.845,0.188,-0.075,282.03058,46.750809,15.988,1
9650762,0,0,0,0,372.15035,0.0275,-0.0275,453.6928,0.0563,-0.0563,0.259,0.206,-0.259,21.23,1.7,-1.7,457.0,42.4,-42.4,1.74,0.46,-0.14,232.0,0.69,0.52,-0.18,12.3,1.0,5769.0,155.0,-172.0,4.57,0.042,-0.168,0.812,0.212,-0.066,292.4816600000001,46.371479,15.138,0
9650579,0,0,0,0,432.96905,0.0463,-0.0463,186.7367,0.0631,-0.0631,0.4,0.069,-0.4,20.76,3.5,-3.5,258.0,51.0,-51.0,1.43,0.33,-0.12,219.0,0.55,0.37,-0.14,8.1,1.0,5580.0,150.0,-166.0,4.538,0.031,-0.17800000000000002,0.8859999999999999,0.207,-0.07400000000000001,292.41211,46.36388,14.942,0
9640649,0,0,0,0,0.862329309,4.11e-06,-4.11e-06,132.16214,0.00396,-0.00396,0.421,0.036000000000000004,-0.421,1.044,0.161,-0.161,141.0,20.6,-20.6,1.09,0.31,-0.11,1825.0,2623.55,2247.63,-768.54,10.8,1.0,5806.0,163.0,-204.0,4.5280000000000005,0.036000000000000004,-0.192,0.899,0.26,-0.087,287.8128700000001,46.340569,15.769,0
